"","sys_id","type","subtype","sys_beg","sys_end","protein_in_syst","genes_count","name_of_profiles_in_sys","bacterial_strain"
"3750","UserReplicon_RM_Type_II_5","RM","RM_Type_II","p25.H1|BEAMAPGA_03628","p25.H1|BEAMAPGA_03629","p25.H1|BEAMAPGA_03628,p25.H1|BEAMAPGA_03629","2","Type_II_MTases,Type_II_REases","p25.H1"
"3751","UserReplicon_Druantia_I_2","Druantia","Druantia_I","p25.H1|BEAMAPGA_05066","p25.H1|BEAMAPGA_05069","p25.H1|BEAMAPGA_05066,p25.H1|BEAMAPGA_05067,p25.H1|BEAMAPGA_05068,p25.H1|BEAMAPGA_05069","4","DruB,DruA,DruE_1,DruD","p25.H1"
"3752","UserReplicon_Abi2_1","Abi2","Abi2","p25.H10|BLHMKGNO_04296","p25.H10|BLHMKGNO_04296","p25.H10|BLHMKGNO_04296","1","Abi_2","p25.H10"
"3753","UserReplicon_CBASS_I_2","CBASS","CBASS_I","p25.H10|BLHMKGNO_04299","p25.H10|BLHMKGNO_04302","p25.H10|BLHMKGNO_04299,p25.H10|BLHMKGNO_04301,p25.H10|BLHMKGNO_04302","3","2TM_Gros,2TM_Gros,Cyclase_SMODS","p25.H10"
"3754","UserReplicon_RM_Type_II_2","RM","RM_Type_II","p25.H11|ENOCPCNF_01368","p25.H11|ENOCPCNF_01374","p25.H11|ENOCPCNF_01368,p25.H11|ENOCPCNF_01373,p25.H11|ENOCPCNF_01374","3","Type_II_MTases,Type_II_REases,Type_II_MTases","p25.H11"
"3755","UserReplicon_RM_Type_IIG_3","RM","RM_Type_IIG","p25.H11|ENOCPCNF_03013","p25.H11|ENOCPCNF_03013","p25.H11|ENOCPCNF_03013","1","Type_IIG","p25.H11"
"3756","UserReplicon_Hachiman_1","Hachiman","Hachiman","p25.H11|ENOCPCNF_04402","p25.H11|ENOCPCNF_04403","p25.H11|ENOCPCNF_04402,p25.H11|ENOCPCNF_04403","2","HamA_2,HamB","p25.H11"
"3757","UserReplicon_DRT_3_3","DRT","DRT_3","p25.H12|LKHDEOLL_02356","p25.H12|LKHDEOLL_02357","p25.H12|LKHDEOLL_02356,p25.H12|LKHDEOLL_02357","2","drt3a,drt3b","p25.H12"
"3758","UserReplicon_Abi2_1","Abi2","Abi2","p25.H12|LKHDEOLL_02885","p25.H12|LKHDEOLL_02885","p25.H12|LKHDEOLL_02885","1","Abi_2","p25.H12"
"3759","UserReplicon_Abi2_2","Abi2","Abi2","p25.H12|LKHDEOLL_03117","p25.H12|LKHDEOLL_03117","p25.H12|LKHDEOLL_03117","1","Abi_2","p25.H12"
"3760","UserReplicon_PARIS_I_merge_4","PARIS","PARIS_I_merge","p25.H12|LKHDEOLL_03928","p25.H12|LKHDEOLL_03928","p25.H12|LKHDEOLL_03928","1","AAA_15_DUF4435","p25.H12"
"3761","UserReplicon_RM_Type_I_5","RM","RM_Type_I","p25.H12|LKHDEOLL_05134","p25.H12|LKHDEOLL_05135","p25.H12|LKHDEOLL_05134,p25.H12|LKHDEOLL_05135","2","Type_I_MTases,Type_I_REases","p25.H12"
"3762","UserReplicon_DRT_2_2","DRT","DRT_2","p25.H2|OBBBKIOA_00961","p25.H2|OBBBKIOA_00961","p25.H2|OBBBKIOA_00961","1","drt2","p25.H2"
"3763","UserReplicon_Gao_Iet_3","Gao_Iet","Gao_Iet","p25.H2|OBBBKIOA_03813","p25.H2|OBBBKIOA_03814","p25.H2|OBBBKIOA_03813,p25.H2|OBBBKIOA_03814","2","IetA,IetS","p25.H2"
"3764","UserReplicon_Abi2_1","Abi2","Abi2","p25.H2|OBBBKIOA_03954","p25.H2|OBBBKIOA_03954","p25.H2|OBBBKIOA_03954","1","Abi_2","p25.H2"
"3765","UserReplicon_Hachiman_2","Hachiman","Hachiman","p25.H3|KCGOKPAA_00076","p25.H3|KCGOKPAA_00077","p25.H3|KCGOKPAA_00076,p25.H3|KCGOKPAA_00077","2","HamB,HamA_1","p25.H3"
"3766","UserReplicon_Gabija_1","Gabija","Gabija","p25.H3|KCGOKPAA_00789","p25.H3|KCGOKPAA_00790","p25.H3|KCGOKPAA_00789,p25.H3|KCGOKPAA_00790","2","GajA,GajB","p25.H3"
"3767","UserReplicon_Hachiman_3","Hachiman","Hachiman","p25.H3|KCGOKPAA_00792","p25.H3|KCGOKPAA_00793","p25.H3|KCGOKPAA_00792,p25.H3|KCGOKPAA_00793","2","HamB,HamA_2","p25.H3"
"3768","UserReplicon_Retron_III_7","Retron","Retron_III","p25.H3|KCGOKPAA_00795","p25.H3|KCGOKPAA_00796","p25.H3|KCGOKPAA_00795,p25.H3|KCGOKPAA_00796","2","PRTase_WH,RT_Tot","p25.H3"
"3769","UserReplicon_RM_Type_I_4","RM","RM_Type_I","p25.H3|KCGOKPAA_01126","p25.H3|KCGOKPAA_01129","p25.H3|KCGOKPAA_01126,p25.H3|KCGOKPAA_01129","2","Type_I_MTases,Type_I_REases","p25.H3"
"3770","UserReplicon_Wadjet_I_10","Wadjet","Wadjet_I","p25.H3|KCGOKPAA_01508","p25.H3|KCGOKPAA_01511","p25.H3|KCGOKPAA_01508,p25.H3|KCGOKPAA_01509,p25.H3|KCGOKPAA_01510,p25.H3|KCGOKPAA_01511","4","JetA_I,JetB_I,JetC_I,JetD_I","p25.H3"
"3771","UserReplicon_Rst_ATPase_8","Rst_ATPase","Rst_ATPase","p25.H3|KCGOKPAA_02965","p25.H3|KCGOKPAA_02965","p25.H3|KCGOKPAA_02965","1","ATPase","p25.H3"
"3772","UserReplicon_Septu_9","Septu","Septu","p25.H3|KCGOKPAA_03920","p25.H3|KCGOKPAA_03921","p25.H3|KCGOKPAA_03920,p25.H3|KCGOKPAA_03921","2","PtuB,PtuA","p25.H3"
"3773","UserReplicon_RM_Type_IV_5","RM","RM_Type_IV","p25.H3|KCGOKPAA_03931","p25.H3|KCGOKPAA_03931","p25.H3|KCGOKPAA_03931","1","Type_IV_REases","p25.H3"
"3774","UserReplicon_RM_Type_IV_6","RM","RM_Type_IV","p25.H3|KCGOKPAA_04801","p25.H3|KCGOKPAA_04801","p25.H3|KCGOKPAA_04801","1","Type_IV_REases","p25.H3"
"3775","UserReplicon_DRT_2_2","DRT","DRT_2","p25.H4|EADJHMGO_01516","p25.H4|EADJHMGO_01516","p25.H4|EADJHMGO_01516","1","drt2","p25.H4"
"3776","UserReplicon_RM_Type_IV_4","RM","RM_Type_IV","p25.H4|EADJHMGO_01551","p25.H4|EADJHMGO_01552","p25.H4|EADJHMGO_01551,p25.H4|EADJHMGO_01552","2","Type_IV_REases,Type_IV_REases","p25.H4"
"3777","UserReplicon_Septu_5","Septu","Septu","p25.H4|EADJHMGO_02703","p25.H4|EADJHMGO_02704","p25.H4|EADJHMGO_02703,p25.H4|EADJHMGO_02704","2","PtuA,PtuB","p25.H4"
"3778","UserReplicon_Abi2_1","Abi2","Abi2","p25.H4|EADJHMGO_05508","p25.H4|EADJHMGO_05508","p25.H4|EADJHMGO_05508","1","Abi_2","p25.H4"
"3779","UserReplicon_Hachiman_3","Hachiman","Hachiman","p25.H4|EADJHMGO_05518","p25.H4|EADJHMGO_05519","p25.H4|EADJHMGO_05518,p25.H4|EADJHMGO_05519","2","HamA_2,HamB","p25.H4"
"3780","UserReplicon_Hachiman_3","Hachiman","Hachiman","p25.H5|DNLCCPHK_01188","p25.H5|DNLCCPHK_01189","p25.H5|DNLCCPHK_01188,p25.H5|DNLCCPHK_01189","2","HamB,HamA_2","p25.H5"
"3781","UserReplicon_Abi2_1","Abi2","Abi2","p25.H5|DNLCCPHK_01198","p25.H5|DNLCCPHK_01198","p25.H5|DNLCCPHK_01198","1","Abi_2","p25.H5"
"3782","UserReplicon_DRT_2_2","DRT","DRT_2","p25.H5|DNLCCPHK_01767","p25.H5|DNLCCPHK_01767","p25.H5|DNLCCPHK_01767","1","drt2","p25.H5"
"3783","UserReplicon_RM_Type_IV_4","RM","RM_Type_IV","p25.H5|DNLCCPHK_04107","p25.H5|DNLCCPHK_04108","p25.H5|DNLCCPHK_04107,p25.H5|DNLCCPHK_04108","2","Type_IV_REases,Type_IV_REases","p25.H5"
"3784","UserReplicon_Septu_5","Septu","Septu","p25.H5|DNLCCPHK_05272","p25.H5|DNLCCPHK_05273","p25.H5|DNLCCPHK_05272,p25.H5|DNLCCPHK_05273","2","PtuB,PtuA","p25.H5"
"3785","UserReplicon_Abi2_1","Abi2","Abi2","p25.H7|LPIHPNDE_02350","p25.H7|LPIHPNDE_02350","p25.H7|LPIHPNDE_02350","1","Abi_2","p25.H7"
"3786","UserReplicon_RM_Type_IV_4","RM","RM_Type_IV","p25.H7|LPIHPNDE_02654","p25.H7|LPIHPNDE_02655","p25.H7|LPIHPNDE_02654,p25.H7|LPIHPNDE_02655","2","Type_IV_REases,Type_IV_REases","p25.H7"
"3787","UserReplicon_CBASS_III_3","CBASS","CBASS_III","p25.H7|LPIHPNDE_03138","p25.H7|LPIHPNDE_03145","p25.H7|LPIHPNDE_03138,p25.H7|LPIHPNDE_03139,p25.H7|LPIHPNDE_03140,p25.H7|LPIHPNDE_03141,p25.H7|LPIHPNDE_03145","5","Cyclase_II,bacHORMA_1,TRIP13,Sensing_TPALS,Phospholipase","p25.H7"
"3788","UserReplicon_Abi2_1","Abi2","Abi2","p25.H8|DBMLDGBE_01617","p25.H8|DBMLDGBE_01617","p25.H8|DBMLDGBE_01617","1","Abi_2","p25.H8"
"3789","UserReplicon_CBASS_III_3","CBASS","CBASS_III","p25.H8|DBMLDGBE_02174","p25.H8|DBMLDGBE_02181","p25.H8|DBMLDGBE_02174,p25.H8|DBMLDGBE_02178,p25.H8|DBMLDGBE_02179,p25.H8|DBMLDGBE_02180,p25.H8|DBMLDGBE_02181","5","Phospholipase,Sensing_TPALS,TRIP13,bacHORMA_1,Cyclase_II","p25.H8"
"3790","UserReplicon_RM_Type_IV_4","RM","RM_Type_IV","p25.H8|DBMLDGBE_04154","p25.H8|DBMLDGBE_04155","p25.H8|DBMLDGBE_04154,p25.H8|DBMLDGBE_04155","2","Type_IV_REases,Type_IV_REases","p25.H8"
"3791","UserReplicon_RM_Type_IV_4","RM","RM_Type_IV","p25.H9|GMHHKINO_01524","p25.H9|GMHHKINO_01525","p25.H9|GMHHKINO_01524,p25.H9|GMHHKINO_01525","2","Type_IV_REases,Type_IV_REases","p25.H9"
"3792","UserReplicon_Abi2_1","Abi2","Abi2","p25.H9|GMHHKINO_02159","p25.H9|GMHHKINO_02159","p25.H9|GMHHKINO_02159","1","Abi_2","p25.H9"
"3793","UserReplicon_CBASS_III_3","CBASS","CBASS_III","p25.H9|GMHHKINO_03945","p25.H9|GMHHKINO_03952","p25.H9|GMHHKINO_03945,p25.H9|GMHHKINO_03949,p25.H9|GMHHKINO_03950,p25.H9|GMHHKINO_03951,p25.H9|GMHHKINO_03952","5","Phospholipase,Sensing_TPALS,TRIP13,bacHORMA_1,Cyclase_II","p25.H9"
"3794","UserReplicon_Thoeris2_2","Thoeris","Thoeris2","p26.A1|JCOOEOCF_04140","p26.A1|JCOOEOCF_04144","p26.A1|JCOOEOCF_04140,p26.A1|JCOOEOCF_04141,p26.A1|JCOOEOCF_04142,p26.A1|JCOOEOCF_04143,p26.A1|JCOOEOCF_04144","5","ThsB_Global,ThsB_Global,ThsB_Global,ThsB_Global,ThsA_new_grand","p26.A1"
"3795","UserReplicon_Abi2_1","Abi2","Abi2","p26.A1|JCOOEOCF_04974","p26.A1|JCOOEOCF_04974","p26.A1|JCOOEOCF_04974","1","Abi_2","p26.A1"
"3796","UserReplicon_Gabija_1","Gabija","Gabija","p26.A10|LPBPLKAC_02139","p26.A10|LPBPLKAC_02140","p26.A10|LPBPLKAC_02139,p26.A10|LPBPLKAC_02140","2","GajA,GajB","p26.A10"
"3797","UserReplicon_Septu_7","Septu","Septu","p26.A10|LPBPLKAC_02297","p26.A10|LPBPLKAC_02298","p26.A10|LPBPLKAC_02297,p26.A10|LPBPLKAC_02298","2","PtuB,PtuA","p26.A10"
"3798","UserReplicon_RM_Type_IV_5","RM","RM_Type_IV","p26.A10|LPBPLKAC_02739","p26.A10|LPBPLKAC_02740","p26.A10|LPBPLKAC_02739,p26.A10|LPBPLKAC_02740","2","Type_IV_REases,Type_IV_REases","p26.A10"
"3799","UserReplicon_Lamassu_3","Lamassu","Lamassu","p26.A10|LPBPLKAC_03423","p26.A10|LPBPLKAC_03424","p26.A10|LPBPLKAC_03423,p26.A10|LPBPLKAC_03424","2","LmuA,LmuB","p26.A10"
"3800","UserReplicon_RM_Type_II_4","RM","RM_Type_II","p26.A10|LPBPLKAC_04153","p26.A10|LPBPLKAC_04154","p26.A10|LPBPLKAC_04153,p26.A10|LPBPLKAC_04154","2","Type_II_MTases,Type_II_REases","p26.A10"
"3801","UserReplicon_Rst_Hydrolase-Tm_6","Rst_Hydrolase-Tm","Rst_Hydrolase-Tm","p26.A10|LPBPLKAC_04155","p26.A10|LPBPLKAC_04156","p26.A10|LPBPLKAC_04155,p26.A10|LPBPLKAC_04156","2","Hydrolase,Hydrolase-Tm","p26.A10"
"3802","UserReplicon_Gabija_2","Gabija","Gabija","p26.A10|LPBPLKAC_05276","p26.A10|LPBPLKAC_05277","p26.A10|LPBPLKAC_05276,p26.A10|LPBPLKAC_05277","2","GajB,GajA","p26.A10"
"3803","UserReplicon_Abi2_1","Abi2","Abi2","p26.A2|GNGLGLME_00078","p26.A2|GNGLGLME_00078","p26.A2|GNGLGLME_00078","1","Abi_2","p26.A2"
"3804","UserReplicon_RM_Type_III_4","RM","RM_Type_III","p26.A2|GNGLGLME_03407","p26.A2|GNGLGLME_03408","p26.A2|GNGLGLME_03407,p26.A2|GNGLGLME_03408","2","Type_III_MTases,Type_III_REases","p26.A2"
"3805","UserReplicon_RM_Type_II_3","RM","RM_Type_II","p26.A2|GNGLGLME_03884","p26.A2|GNGLGLME_03885","p26.A2|GNGLGLME_03884,p26.A2|GNGLGLME_03885","2","Type_II_REases,Type_II_MTases","p26.A2"
"3806","UserReplicon_RM_Type_IV_5","RM","RM_Type_IV","p26.A2|GNGLGLME_03886","p26.A2|GNGLGLME_03887","p26.A2|GNGLGLME_03886,p26.A2|GNGLGLME_03887","2","Type_IV_REases,Type_IV_REases","p26.A2"
"3807","UserReplicon_Gabija_2","Gabija","Gabija","p26.A2|GNGLGLME_04138","p26.A2|GNGLGLME_04139","p26.A2|GNGLGLME_04138,p26.A2|GNGLGLME_04139","2","GajB,GajA","p26.A2"
"3808","UserReplicon_Rst_NACHT_6","Rst_NACHT","Rst_NACHT","p26.A2|GNGLGLME_04500","p26.A2|GNGLGLME_04500","p26.A2|GNGLGLME_04500","1","NACHT","p26.A2"
"3809","UserReplicon_Shedu_7","Shedu","Shedu","p26.A2|GNGLGLME_04950","p26.A2|GNGLGLME_04950","p26.A2|GNGLGLME_04950","1","SduA","p26.A2"
"3810","UserReplicon_Thoeris2_8","Thoeris","Thoeris2","p26.A2|GNGLGLME_04960","p26.A2|GNGLGLME_04961","p26.A2|GNGLGLME_04960,p26.A2|GNGLGLME_04961","2","ThsB_Global,ThsA_new_grand","p26.A2"
"3811","UserReplicon_CBASS_III_3","CBASS","CBASS_III","p26.A4|KLEJOJOD_01736","p26.A4|KLEJOJOD_01743","p26.A4|KLEJOJOD_01736,p26.A4|KLEJOJOD_01737,p26.A4|KLEJOJOD_01738,p26.A4|KLEJOJOD_01739,p26.A4|KLEJOJOD_01743","5","Cyclase_II,bacHORMA_1,TRIP13,Sensing_TPALS,Phospholipase","p26.A4"
"3812","UserReplicon_RM_Type_IV_4","RM","RM_Type_IV","p26.A4|KLEJOJOD_02525","p26.A4|KLEJOJOD_02526","p26.A4|KLEJOJOD_02525,p26.A4|KLEJOJOD_02526","2","Type_IV_REases,Type_IV_REases","p26.A4"
"3813","UserReplicon_Abi2_1","Abi2","Abi2","p26.A4|KLEJOJOD_03591","p26.A4|KLEJOJOD_03591","p26.A4|KLEJOJOD_03591","1","Abi_2","p26.A4"
"3814","UserReplicon_Abi2_1","Abi2","Abi2","p26.A5|DPCEBFCH_00731","p26.A5|DPCEBFCH_00731","p26.A5|DPCEBFCH_00731","1","Abi_2","p26.A5"
"3815","UserReplicon_Gao_Iet_3","Gao_Iet","Gao_Iet","p26.A5|DPCEBFCH_01905","p26.A5|DPCEBFCH_01906","p26.A5|DPCEBFCH_01905,p26.A5|DPCEBFCH_01906","2","IetA,IetS","p26.A5"
"3816","UserReplicon_DRT_2_2","DRT","DRT_2","p26.A5|DPCEBFCH_02513","p26.A5|DPCEBFCH_02513","p26.A5|DPCEBFCH_02513","1","drt2","p26.A5"
"3817","UserReplicon_RM_Type_IV_5","RM","RM_Type_IV","p26.A7|IHHGPIBK_00125","p26.A7|IHHGPIBK_00125","p26.A7|IHHGPIBK_00125","1","Type_IV_REases","p26.A7"
"3818","UserReplicon_Rst_ATPase_8","Rst_ATPase","Rst_ATPase","p26.A7|IHHGPIBK_00788","p26.A7|IHHGPIBK_00788","p26.A7|IHHGPIBK_00788","1","ATPase","p26.A7"
"3819","UserReplicon_Hachiman_2","Hachiman","Hachiman","p26.A7|IHHGPIBK_01553","p26.A7|IHHGPIBK_01554","p26.A7|IHHGPIBK_01553,p26.A7|IHHGPIBK_01554","2","HamB,HamA_1","p26.A7"
"3820","UserReplicon_Wadjet_I_10","Wadjet","Wadjet_I","p26.A7|IHHGPIBK_03196","p26.A7|IHHGPIBK_03199","p26.A7|IHHGPIBK_03196,p26.A7|IHHGPIBK_03197,p26.A7|IHHGPIBK_03198,p26.A7|IHHGPIBK_03199","4","JetA_I,JetB_I,JetC_I,JetD_I","p26.A7"
"3821","UserReplicon_RM_Type_I_4","RM","RM_Type_I","p26.A7|IHHGPIBK_04581","p26.A7|IHHGPIBK_04584","p26.A7|IHHGPIBK_04581,p26.A7|IHHGPIBK_04584","2","Type_I_MTases,Type_I_REases","p26.A7"
"3822","UserReplicon_Gabija_1","Gabija","Gabija","p26.A7|IHHGPIBK_04807","p26.A7|IHHGPIBK_04808","p26.A7|IHHGPIBK_04807,p26.A7|IHHGPIBK_04808","2","GajA,GajB","p26.A7"
"3823","UserReplicon_Hachiman_3","Hachiman","Hachiman","p26.A7|IHHGPIBK_04810","p26.A7|IHHGPIBK_04811","p26.A7|IHHGPIBK_04810,p26.A7|IHHGPIBK_04811","2","HamB,HamA_2","p26.A7"
"3824","UserReplicon_Retron_III_7","Retron","Retron_III","p26.A7|IHHGPIBK_04813","p26.A7|IHHGPIBK_04814","p26.A7|IHHGPIBK_04813,p26.A7|IHHGPIBK_04814","2","PRTase_WH,RT_Tot","p26.A7"
"3825","UserReplicon_Septu_9","Septu","Septu","p26.A7|IHHGPIBK_05077","p26.A7|IHHGPIBK_05078","p26.A7|IHHGPIBK_05077,p26.A7|IHHGPIBK_05078","2","PtuB,PtuA","p26.A7"
"3826","UserReplicon_RM_Type_IV_6","RM","RM_Type_IV","p26.A7|IHHGPIBK_05088","p26.A7|IHHGPIBK_05088","p26.A7|IHHGPIBK_05088","1","Type_IV_REases","p26.A7"
"3827","UserReplicon_Gabija_1","Gabija","Gabija","p26.A8|JMDHIABC_00405","p26.A8|JMDHIABC_00406","p26.A8|JMDHIABC_00405,p26.A8|JMDHIABC_00406","2","GajA,GajB","p26.A8"
"3828","UserReplicon_Hachiman_2","Hachiman","Hachiman","p26.A8|JMDHIABC_00408","p26.A8|JMDHIABC_00409","p26.A8|JMDHIABC_00408,p26.A8|JMDHIABC_00409","2","HamB,HamA_2","p26.A8"
"3829","UserReplicon_Retron_III_7","Retron","Retron_III","p26.A8|JMDHIABC_00411","p26.A8|JMDHIABC_00412","p26.A8|JMDHIABC_00411,p26.A8|JMDHIABC_00412","2","PRTase_WH,RT_Tot","p26.A8"
"3830","UserReplicon_RM_Type_I_4","RM","RM_Type_I","p26.A8|JMDHIABC_01677","p26.A8|JMDHIABC_01680","p26.A8|JMDHIABC_01677,p26.A8|JMDHIABC_01680","2","Type_I_MTases,Type_I_REases","p26.A8"
"3831","UserReplicon_Rst_ATPase_8","Rst_ATPase","Rst_ATPase","p26.A8|JMDHIABC_02672","p26.A8|JMDHIABC_02672","p26.A8|JMDHIABC_02672","1","ATPase","p26.A8"
"3832","UserReplicon_Wadjet_I_10","Wadjet","Wadjet_I","p26.A8|JMDHIABC_02767","p26.A8|JMDHIABC_02770","p26.A8|JMDHIABC_02767,p26.A8|JMDHIABC_02768,p26.A8|JMDHIABC_02769,p26.A8|JMDHIABC_02770","4","JetA_I,JetB_I,JetC_I,JetD_I","p26.A8"
"3833","UserReplicon_Septu_9","Septu","Septu","p26.A8|JMDHIABC_04021","p26.A8|JMDHIABC_04022","p26.A8|JMDHIABC_04021,p26.A8|JMDHIABC_04022","2","PtuB,PtuA","p26.A8"
"3834","UserReplicon_RM_Type_IV_5","RM","RM_Type_IV","p26.A8|JMDHIABC_04032","p26.A8|JMDHIABC_04032","p26.A8|JMDHIABC_04032","1","Type_IV_REases","p26.A8"
"3835","UserReplicon_RM_Type_IV_6","RM","RM_Type_IV","p26.A8|JMDHIABC_04840","p26.A8|JMDHIABC_04840","p26.A8|JMDHIABC_04840","1","Type_IV_REases","p26.A8"
"3836","UserReplicon_Hachiman_3","Hachiman","Hachiman","p26.A8|JMDHIABC_05020","p26.A8|JMDHIABC_05021","p26.A8|JMDHIABC_05020,p26.A8|JMDHIABC_05021","2","HamB,HamA_1","p26.A8"
"3837","UserReplicon_Rst_DprA-PPRT_3","Rst_DprA-PPRT","Rst_DprA-PPRT","p26.A9|LJEBGIOO_01247","p26.A9|LJEBGIOO_01248","p26.A9|LJEBGIOO_01247,p26.A9|LJEBGIOO_01248","2","DprA,Phosphoribosyltransferase","p26.A9"
"3838","UserReplicon_RM_Type_II_1","RM","RM_Type_II","p26.A9|LJEBGIOO_04239","p26.A9|LJEBGIOO_04240","p26.A9|LJEBGIOO_04239,p26.A9|LJEBGIOO_04240","2","Type_II_REases,Type_II_MTases","p26.A9"
"3839","UserReplicon_RM_Type_III_2","RM","RM_Type_III","p26.A9|LJEBGIOO_04329","p26.A9|LJEBGIOO_04331","p26.A9|LJEBGIOO_04329,p26.A9|LJEBGIOO_04331","2","Type_III_MTases,Type_III_REases","p26.A9"
"3840","UserReplicon_Abi2_1","Abi2","Abi2","p26.B1|DMBIEDFD_01456","p26.B1|DMBIEDFD_01456","p26.B1|DMBIEDFD_01456","1","Abi_2","p26.B1"
"3841","UserReplicon_Thoeris2_2","Thoeris","Thoeris2","p26.B1|DMBIEDFD_03330","p26.B1|DMBIEDFD_03334","p26.B1|DMBIEDFD_03330,p26.B1|DMBIEDFD_03331,p26.B1|DMBIEDFD_03332,p26.B1|DMBIEDFD_03333,p26.B1|DMBIEDFD_03334","5","ThsB_Global,ThsB_Global,ThsB_Global,ThsB_Global,ThsA_new_grand","p26.B1"
"3842","UserReplicon_Septu_1","Septu","Septu","p26.B10|CFCNEOLP_03552","p26.B10|CFCNEOLP_03553","p26.B10|CFCNEOLP_03552,p26.B10|CFCNEOLP_03553","2","PtuA,PtuB","p26.B10"
"3843","UserReplicon_Abi2_1","Abi2","Abi2","p26.B2|PPIIBECE_00078","p26.B2|PPIIBECE_00078","p26.B2|PPIIBECE_00078","1","Abi_2","p26.B2"
"3844","UserReplicon_Rst_NACHT_6","Rst_NACHT","Rst_NACHT","p26.B2|PPIIBECE_00879","p26.B2|PPIIBECE_00879","p26.B2|PPIIBECE_00879","1","NACHT","p26.B2"
"3845","UserReplicon_Shedu_7","Shedu","Shedu","p26.B2|PPIIBECE_01328","p26.B2|PPIIBECE_01328","p26.B2|PPIIBECE_01328","1","SduA","p26.B2"
"3846","UserReplicon_Thoeris2_8","Thoeris","Thoeris2","p26.B2|PPIIBECE_01338","p26.B2|PPIIBECE_01339","p26.B2|PPIIBECE_01338,p26.B2|PPIIBECE_01339","2","ThsB_Global,ThsA_new_grand","p26.B2"
"3847","UserReplicon_RM_Type_III_4","RM","RM_Type_III","p26.B2|PPIIBECE_02283","p26.B2|PPIIBECE_02284","p26.B2|PPIIBECE_02283,p26.B2|PPIIBECE_02284","2","Type_III_REases,Type_III_MTases","p26.B2"
"3848","UserReplicon_Gabija_2","Gabija","Gabija","p26.B2|PPIIBECE_02595","p26.B2|PPIIBECE_02596","p26.B2|PPIIBECE_02595,p26.B2|PPIIBECE_02596","2","GajB,GajA","p26.B2"
"3849","UserReplicon_RM_Type_II_3","RM","RM_Type_II","p26.B2|PPIIBECE_03931","p26.B2|PPIIBECE_03932","p26.B2|PPIIBECE_03931,p26.B2|PPIIBECE_03932","2","Type_II_REases,Type_II_MTases","p26.B2"
"3850","UserReplicon_RM_Type_IV_5","RM","RM_Type_IV","p26.B2|PPIIBECE_03933","p26.B2|PPIIBECE_03934","p26.B2|PPIIBECE_03933,p26.B2|PPIIBECE_03934","2","Type_IV_REases,Type_IV_REases","p26.B2"
"3851","UserReplicon_Abi2_1","Abi2","Abi2","p26.B3|PHHFDMHP_03625","p26.B3|PHHFDMHP_03625","p26.B3|PHHFDMHP_03625","1","Abi_2","p26.B3"
"3852","UserReplicon_Septu_3","Septu","Septu","p26.B3|PHHFDMHP_04857","p26.B3|PHHFDMHP_04858","p26.B3|PHHFDMHP_04857,p26.B3|PHHFDMHP_04858","2","PtuB,PtuA","p26.B3"
"3853","UserReplicon_RM_Type_IV_2","RM","RM_Type_IV","p26.B3|PHHFDMHP_05071","p26.B3|PHHFDMHP_05072","p26.B3|PHHFDMHP_05071,p26.B3|PHHFDMHP_05072","2","Type_IV_REases,Type_IV_REases","p26.B3"
"3854","UserReplicon_Druantia_I_2","Druantia","Druantia_I","p26.B4|NHKIFAGN_02896","p26.B4|NHKIFAGN_02899","p26.B4|NHKIFAGN_02896,p26.B4|NHKIFAGN_02897,p26.B4|NHKIFAGN_02898,p26.B4|NHKIFAGN_02899","4","DruB,DruA,DruE_1,DruD","p26.B4"
"3855","UserReplicon_RM_Type_I_3","RM","RM_Type_I","p26.B4|NHKIFAGN_04270","p26.B4|NHKIFAGN_04272","p26.B4|NHKIFAGN_04270,p26.B4|NHKIFAGN_04272","2","Type_I_REases,Type_I_MTases","p26.B4"
"3856","UserReplicon_Abi2_1","Abi2","Abi2","p26.B4|NHKIFAGN_04817","p26.B4|NHKIFAGN_04817","p26.B4|NHKIFAGN_04817","1","Abi_2","p26.B4"
"3857","UserReplicon_RM_Type_II_4","RM","RM_Type_II","p26.B4|NHKIFAGN_04818","p26.B4|NHKIFAGN_04819","p26.B4|NHKIFAGN_04818,p26.B4|NHKIFAGN_04819","2","Type_II_REases,Type_II_MTases","p26.B4"
"3858","UserReplicon_Gabija_1","Gabija","Gabija","p26.B5|LHBMEBAK_00294","p26.B5|LHBMEBAK_00295","p26.B5|LHBMEBAK_00294,p26.B5|LHBMEBAK_00295","2","GajA,GajB","p26.B5"
"3859","UserReplicon_Hachiman_2","Hachiman","Hachiman","p26.B5|LHBMEBAK_00297","p26.B5|LHBMEBAK_00298","p26.B5|LHBMEBAK_00297,p26.B5|LHBMEBAK_00298","2","HamB,HamA_2","p26.B5"
"3860","UserReplicon_Retron_III_7","Retron","Retron_III","p26.B5|LHBMEBAK_00300","p26.B5|LHBMEBAK_00301","p26.B5|LHBMEBAK_00300,p26.B5|LHBMEBAK_00301","2","PRTase_WH,RT_Tot","p26.B5"
"3861","UserReplicon_Rst_ATPase_8","Rst_ATPase","Rst_ATPase","p26.B5|LHBMEBAK_01066","p26.B5|LHBMEBAK_01066","p26.B5|LHBMEBAK_01066","1","ATPase","p26.B5"
"3862","UserReplicon_Septu_9","Septu","Septu","p26.B5|LHBMEBAK_02428","p26.B5|LHBMEBAK_02429","p26.B5|LHBMEBAK_02428,p26.B5|LHBMEBAK_02429","2","PtuB,PtuA","p26.B5"
